"id","doi","title","publication_year","language","type","is_paratext","is_retracted","topic","field","ca_institutions","funder_names","abstract"
"https://openalex.org/W1851965473","https://doi.org/10.1002/esp.3327","Annual to decadal morphodynamics of the foredune system at Greenwich Dunes, Prince Edward Island, Canada",2012,"en","article",FALSE,FALSE,"Aeolian processes and effects","Earth and Planetary Sciences","University of Victoria; University of Guelph; Mount Allison University","Natural Sciences and Engineering Research Council of Canada; Rural Development Administration","ABSTRACT The purpose of this study was to quantify relationships between season, sediment availability, sediment transport pathways, and beach/foredune morphology at Greenwich Dunes, PEI. This was done for periods ranging from a few days to multiple decades using erosion pins, bedframe measurements, annual surveys, and digital photogrammetry using historical aerial photographs. The relative significance of seasonal/annual processes versus response of the foredune system to broader geomorphic controls (e.g. relative sea level rise, storms, etc.) was also assessed. The data show that there are clear seasonal differences in the patterns of sand supply from the beach to the foredune at Greenwich and that there are differences in sediment supply to the foredune between the east and west reaches of the study area, resulting in ongoing differences in foredune morphology. They also demonstrate that models that incorporate wind climate alone, or even models that include other factors like beach moisture, would not be able to predict the amount of sediment movement from the beach to the foredune in this environment unless there were some way to parameterize system morphology, especially the presence or absence of a dune ramp. Finally, the data suggest that the foredune can migrate landward while maintaining its form via transfers of sediment from the stoss slope, over the crest, and onto the lee slope. Although the rate of foredune development or recovery after disturbance changes over"
"https://openalex.org/W1878164075","https://doi.org/10.1111/bjir.12042","Are Unions Good or Bad for Organizations? The Moderating Role of Management's Response",2013,"en","article",FALSE,FALSE,"Labor Movements and Unions","Social Sciences","University of Alberta; University of Saskatchewan","Social Sciences and Humanities Research Council of Canada; University of Alberta; University of Saskatchewan","Abstract Union impact research has been hindered by an underdeveloped conceptualization of management response, contributing to inconclusive empirical findings. Integrating the collective voice/institutional response model with the appropriateness framework, we propose that an employee‐focused business strategy is a critical moderating variable in the relationship between union density and organizational outcomes that mitigates the negative effects of unions and enhances the positive effects by sending a clear signal of management's intentions to co‐operate. Using a panel dataset of C anadian organizations over six years, we provide empirical evidence to support our arguments. Implications for theory and practice are discussed."
"https://openalex.org/W1971861652","https://doi.org/10.1016/j.brachy.2011.05.007","Rectal toxicity and rectal dosimetry in low-dose-rate 125I permanent prostate implants: A long-term study in 1006 patients",2011,"en","article",FALSE,FALSE,"Prostate Cancer Diagnosis and Treatment","Medicine","University of British Columbia, Okanagan Campus; University of British Columbia; University of the Fraser Valley; BC Cancer Agency","",""
"https://openalex.org/W1944776826","https://doi.org/10.1002/lary.24079","Outcome predictors in squamous cell carcinoma of the maxillary alveolus and hard palate",2013,"en","article",FALSE,FALSE,"Head and Neck Cancer Studies","Medicine","Princess Margaret Cancer Centre; University of Toronto; University Health Network","","OBJECTIVES/HYPOTHESIS: Hard palate and maxillary alveolus are two commonly grouped oral cavity subsites due to their anatomic contiguity and oncologic disease behavior. Few studies have been conducted investigating clinical presentation, staging, prevalence of cervical metastases, and outcomes in this population. The primary objective of this study was to analyze predictors of disease-free survival (DFS) in surgically treated patients, particularly as it relates to the role of neck dissection. STUDY DESIGN: Cohort study with planned data collection. METHODS: This cohort study used planned data collection over 15 years (1994-2008) at a large tertiary care cancer center to study all patients presenting with squamous cell carcinoma of the maxillary alveolus and hard palate treated surgically. Univariate and multivariate Cox regression analyses were used to identify predictors of DFS. RESULTS: Ninety-seven patients met the inclusion criteria (54 male, 56%). The majority of patients (54, 56%) presented with locally advanced disease (cT3, cT4). Occult nodal metastases were noted in 26% (17 of 65) of patients clinically staged as N0. The 3-year DFS was 70% (95% confidence interval = 59%-78%) with a median time to failure of 1.1 years (range = 0.3-9.7 years). Cox regression multivariate model demonstrated that advanced pathologic T stage, hard palate tumor site, and poorly differentiated tumor grade were each independent predictors of DFS. CONCLUSIONS: A significant portion of the pa"
"https://openalex.org/W1966603452","https://doi.org/10.1016/s0306-4522(01)00009-4","Changes in axonal physiology and morphology after chronic compressive injury of the rat thoracic spinal cord",2001,"en","article",FALSE,FALSE,"Spinal Cord Injury Research","Medicine","Toronto Western Hospital; Toronto Rehabilitation Institute; University of Toronto; University Health Network","",""
"https://openalex.org/W1945877668","https://doi.org/10.1113/jphysiol.2011.212118","Reductions in cerebral blood flow during passive heat stress in humans: partitioning the mechanisms",2011,"en","article",FALSE,FALSE,"Thermoregulation and physiological responses","Medicine","Okanagan University College; University of British Columbia, Okanagan Campus; University of British Columbia; Stollery Children's Hospital; University of Alberta","Canadian Institutes of Health Research","Cerebral blood flow (CBF) is reduced during passive heat stress, with 50% of this reduction associated with hyperventilatory-induced hypocapnia and subsequent cerebral vasoconstriction. It remains unknown, however, what other factors may contribute to the remaining 50%. We tested the hypothesis that the distribution of cardiac output plays an important role in maintaining cerebral perfusion during mild and severe heat stress. Middle cerebral artery and posterior cerebral artery blood flow velocity (MCAv and PCAv; transcranial Doppler) and left ventricular end-diastolic and end-systolic volumes (2-D echocardiography) were measured under conditions of normothermia and mild and severe passive heat stress (core temperature +0.8 ± 0.1°C (Protocol I; n = 10) and 1.8 ± 0.1°C (Protocol II; n = 8) above baseline). Venous return was manipulated by passive tilt table positioning (30 deg head-down tilt (HDT) and 30 deg head-up tilt (HUT)). Measurements were made under poikilocapnic and isocapnic conditions. Protocol I consisted of mild heat stress which resulted in small reductions in end-tidal CO2 (−5.6 ± 3.5%), MCAv/PCAv (−7.3 ± 2.3% and −10.3 ± 2.9%, respectively) and stroke volume (−8.5 ± 4.2%); while end-diastolic volume was significantly reduced (−16.9 ± 4.0%) and cardiac output augmented (17.2 ± 7.4%). During mild heat stress, CBF was related to left ventricular end-diastolic volume (MCAv, r2 = 0.81; PCAv, r2 = 0.83; P < 0.05) and stroke volume (MCAv, r2 = 0.38; PCAv, r2 = 0.43), "
"https://openalex.org/W1967211333","https://doi.org/10.1074/jbc.275.6.4345","The Peroxisome Proliferator Response Element of the Gene Encoding the Peroxisomal β-Oxidation Enzyme Enoyl-CoA Hydratase/3-Hydroxyacyl-CoA Dehydrogenase Is a Target for Constitutive Androstane Receptor β/9-cis-Retinoic Acid Receptor-mediated Transactivation",2000,"en","article",FALSE,FALSE,"Peroxisome Proliferator-Activated Receptors","Biochemistry, Genetics and Molecular Biology","McMaster University; University of Alberta","","The genes encoding the first two enzymes of the peroxisomal beta-oxidation pathway, acyl-CoA oxidase (AOx) and enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase (HD), contain upstream cis-acting regulatory regions termed peroxisome proliferator response elements (PPRE). Transcription of these genes is mediated through the binding of peroxisome proliferator-activated receptor alpha (PPARalpha), which binds to a PPRE as a heterodimer with the 9-cis-retinoic acid receptor (RXRalpha). Here we demonstrate that the HD-PPRE is also a target for the constitutive androstane receptor beta (CARbeta). In vitro binding analysis showed that CARbeta bound the HD-PPRE, but not the AOx-PPRE, as a heterodimer with RXRalpha. Binding of CARbeta/RXRalpha to the HD-PPRE occurred via determinants that overlap partially with those required for PPARalpha/RXRalpha binding. In vivo, CARbeta/RXRalpha activated transcription from an HD-PPRE luciferase reporter construct. Interestingly, CARbeta was shown to also modulate PPARalpha/RXRalpha-mediated transactivation in a response element-specific manner. In the presence of the peroxisome proliferator, Wy-14,643, CARbeta had no effect on PPARalpha/RXRalpha-mediated transactivation from the HD-PPRE but antagonized transactivation from the AOx-PPRE in both the presence and the absence of proliferator. Our results illustrate that transcription of the AOx and HD genes is differentially regulated by CARbeta and that the HD gene is a specific target for regulati"
"https://openalex.org/W1980482849","https://doi.org/10.1074/jbc.m305656200","Cbl-mediated Ubiquitinylation and Negative Regulation of Vav",2003,"en","article",FALSE,FALSE,"Ubiquitin and proteasome pathways","Biochemistry, Genetics and Molecular Biology","Princess Margaret Cancer Centre; Ontario Institute for Cancer Research","National Cancer Institute","The Cbl ubiquitin ligase has emerged as a negative regulator of receptor and non-receptor tyrosine kinases. Cbl is known to associate with the proto-oncogene product Vav, a hematopoietic-restricted Rac guanine nucleotide exchange factor, but the consequences of this interaction remain to be elucidated. Using immortalized T cell lines from Cbl(+/+) and Cbl(-/-) mice, and transfection analyses in 293T cells, we demonstrate that Vav undergoes Cbl-dependent ubiquitinylation under conditions that promote Cbl and Vav phosphorylation. Interaction with Cbl also induced the loss of phosphorylated Vav. In addition, we show that an activated Vav mutant (Vav-Y174F) is more sensitive to Cbl-dependent ubiquitinylation. We demonstrate that the Cbl-dependent ubiquitinylation of Vav requires Cbl/Vav association through phosphorylated Tyr-700 on Cbl, and also requires an intact Cbl RING finger domain. Finally, using transfection analyses in the Jurkat T cell line, we show that Cbl, but not its ubiquitin ligase mutant, can inhibit Vav-dependent signaling. Thus, our findings strongly support the role of Cbl, via its ubiquitin ligase activity, as a negative regulator of activated Vav."
"https://openalex.org/W1973208557","https://doi.org/10.1016/j.autneu.2007.06.043","Interaction of P2X and NMDA receptor mechanisms enhances trigeminal nociceptive transmission-relevance to headache",2007,"en","article",FALSE,FALSE,"Migraine and Headache Studies","Medicine","University of Toronto","",""
"https://openalex.org/W1908949338","https://doi.org/10.1111/j.1467-9701.2012.01457.x","The Impact of Regulatory Heterogeneity on Agri‐food Trade",2012,"en","article",FALSE,FALSE,"Global trade and economics","Economics, Econometrics and Finance","Université Laval","","Abstract We estimate the impact of regulatory heterogeneity on agri‐food trade using a gravity analysis that relies on detailed data on non‐tariff measures (NTMs) collected by the NTM‐Impact project. The data cover a broad range of import requirements for agricultural and food products for the EU and nine of its major trade partners. We find that trade is significantly reduced when importing countries have stricter maximum residue limits (MRLs) for plant products than exporting countries. For most other measures, due to their qualitative nature, we were unable to infer whether the importer has stricter standards relative to the exporter, and we do not find a robust relationship between these measures and trade. Our findings suggest that, at least for some import standards, harmonising regulations will increase trade. We also conclude that tariff reductions remain an effective means to increase trade even when NTMs abound."
"https://openalex.org/W1975066515","https://doi.org/10.1007/s10227-003-0153-6","Intravascular Lymphoma Presenting as Telangectasias: Response to Rituximab and Combination Chemotherapy",2003,"en","article",FALSE,FALSE,"CNS Lymphoma Diagnosis and Treatment","Medicine","BC Cancer Agency; University of British Columbia","","BACKGROUND: Intravascular lymphoma is a rare and aggressive disease with abnormal lymphocytes confined within blood vessels. Cutaneous findings are common in the presentation of this disease. OBJECTIVES: The objectives of this article are (1) to describe a case of intravascular lymphoma treated with chemotherapy and rituximab and (2) to review the literature with respect to skin findings and outcomes of these patients after chemotherapy. PATIENT: Our patient had an unusual presentation of intravascular lymphoma characterized by tender, slightly indurated plaques composed of dense telangectatic vessels. RESULTS: Our patient responded to combination chemotherapy with the addition of a partial course of rituximab (anti-CD20 monoclonal antibody). CONCLUSION: Intravascular lymphoma commonly presents with skin findings of tender indurated plaques and nodules. Although a number of clinical variations exist, telangectatic plaques are rarely described. Including our case, 50 patients have been reported after treatment with chemotherapy. Approximately 46% of treated patients exhibit either partial or complete response to chemotherapy. This is the first reported case of intravascular lymphoma treated successfully with the addition of rituximab. Overall, this malignancy remains an unusual and aggressive disease. Recognition of the cutaneous findings and early treatment with chemotherapy may alter the course of this disease. Rituximab may be an important addition to combination chemothera"
"https://openalex.org/W1975539342","https://doi.org/10.1002/pssb.200844438","Comparative study of transport properties of compressively strained epitaxial and polycrystalline La<sub>0.88</sub>Sr<sub>0.12</sub>MnO<sub>3</sub> thin films",2009,"en","article",FALSE,FALSE,"Magnetic and transport properties of perovskites and related materials","Materials Science","Université de Sherbrooke","","Abstract We report a comparative study of the magnetoelectrical properties of epitaxial and polycrystalline thin films of lightly doped manganite La 0.88 Sr 0.12 MnO 3 (LSMO). The LSMO thin films are deposited on single‐crystal LaAlO 3 (LAO/(100)) and yttria‐stabilized ZrO 2 (ZO/(100)) substrates by on‐axis DC magnetron sputtering from high‐density targets prepared by a wet chemical route. Films deposited on LAO (6 nm and 35 nm thick) are epitaxial and AFM investigations show clean surface morphology. In contrast, films on ZO (20 nm and 35 nm) are polycrystalline. Small variation in grain size is seen in the surface morphology of films on ZO. Both 6 nm and 35 nm thick films on LAO show sharp I–M transitions around the T C with T IM being 275 K and 285 K, respectively. The T IM of films on ZO is drastically suppressed as compared to the same for films on LAO. The large enhancement in T C and hence T IM of LSMO films on LAO has been explained in terms of the compressive strain arising due to the mismatch between the lattice parameters of LAO and LSMO. The absence of such strain in LSMO films on ZO accounts for the lower T IM values. The LSMO/LAO films also show large magnetoresistance only in the vicinity of the T IM and it decreases strongly on lowering and increasing the temperature. In contrast, the LSMO/ ZO films show relatively lower MR spreading over a wider temperature range. The electrical transport of all the films, both in the PM as well as the FM regions have been an"
"https://openalex.org/W1937451694","https://doi.org/10.1111/j.1440-1681.2011.05526.x","Fibroblast growth factor 23 overexpression impacts negatively on dentin mineralization and dentinogenesis in mice",2011,"en","article",FALSE,FALSE,"Bone and Dental Protein Studies","Medicine","McGill University Health Centre; McGill University","National Institute of Dental and Craniofacial Research; National Institutes of Health","1. Though previous studies have shown that fibroblast growth factor 23 (FGF23) mRNA expression localizes in ameloblasts and odontoblasts in teeth, it is unclear what effect FGF23 overexpression has on dentin mineralization and dentinogenesis. Toward this end, the phenotypes of mandibles and teeth were compared between 6-week-old FGF23 transgenic mice and their wild-type littermates by radiography, microcomputed tomography scanning, histology, histochemistry and immunohistochemistry. 2. The mineral density was reduced in all teeth, including molars and incisors, and in the mandible, and the mineralized tooth volume in incisor and molars, and the mineralized cortical and alveolar bone volume in mandibles were decreased in FGF23 transgenic mice compared with their wild-type littermates. The dental volume, reparative dentin area, the expression of dentin sialoprotein in dentin, and the deposition of type I collagen and osteocalcin in the dental matrix were significantly reduced. However, the predentin volume and the expression of biglycan in dentin were increased in FGF23 transgenic mice compared with their wild-type littermates. 3. The results of the present study show that FGF23 overexpression plays a negative regulatory role on dentin mineralization and dentinogenesis."
"https://openalex.org/W1968114995","https://doi.org/10.1074/jbc.m110.194266","Structure and Function of APH(4)-Ia, a Hygromycin B Resistance Enzyme",2010,"en","article",FALSE,FALSE,"Enzyme Structure and Function","Materials Science","McMaster University; University of Toronto","National Institute of Allergy and Infectious Diseases; Canadian Institutes of Health Research","The aminoglycoside phosphotransferase (APH) APH(4)-Ia is one of two enzymes responsible for bacterial resistance to the atypical aminoglycoside antibiotic hygromycin B (hygB). The crystal structure of APH(4)-Ia enzyme was solved in complex with hygB at 1.95 Å resolution. The APH(4)-Ia structure adapts a general two-lobe architecture shared by other APH enzymes and eukaryotic kinases, with the active site located at the interdomain cavity. The enzyme forms an extended hydrogen bond network with hygB primarily through polar and acidic side chain groups. Individual alanine substitutions of seven residues involved in hygB binding did not have significant effect on APH(4)-Ia enzymatic activity, indicating that the binding affinity is spread across a distributed network. hygB appeared as the only substrate recognized by APH(4)-Ia among the panel of 14 aminoglycoside compounds. Analysis of the active site architecture and the interaction with the hygB molecule demonstrated several unique features supporting such restricted substrate specificity. Primarily the APH(4)-Ia substrate-binding site contains a cluster of hydrophobic residues that provides a complementary surface to the twisted structure of the substrate. Similar to APH(2″) enzymes, the APH(4)-Ia is able to utilize either ATP or GTP for phosphoryl transfer. The defined structural features of APH(4)-Ia interactions with hygB and the promiscuity in regard to ATP or GTP binding could be exploited for the design of novel aminogl"
"https://openalex.org/W1965250671","https://doi.org/10.1016/j.lungcan.2012.05.091","Cyto-histologic agreement in pathologic subtyping of non small cell lung carcinoma: Review of 602 fine needle aspirates with follow-up surgical specimens over a nine year period and analysis of factors underlying failure to subtype",2012,"en","article",FALSE,FALSE,"Lung Cancer Diagnosis and Treatment","Medicine","Princess Margaret Cancer Centre; University of Toronto; University Health Network","Canadian Institutes of Health Research; Terry Fox Foundation",""
"https://openalex.org/W1980066447","https://doi.org/10.1074/jbc.m709871200","Cardiolipin Controls the Osmotic Stress Response and the Subcellular Location of Transporter ProP in Escherichia coli",2008,"en","article",FALSE,FALSE,"Lipid Membrane Structure and Behavior","Biochemistry, Genetics and Molecular Biology","University of Guelph","","The phospholipid composition of the membrane and transporter structure control the subcellular location and function of osmosensory transporter ProP in Escherichia coli. Growth in media of increasing osmolality increases, and entry to stationary phase decreases, the proportion of phosphatidate in anionic lipids (phosphatidylglycerol (PG) plus cardiolipin (CL)). Both treatments increase the CL:PG ratio. Transporters ProP and LacY are concentrated with CL (and not PG) near cell poles and septa. The polar concentration of ProP is CL-dependent. Here we show that the polar concentration of LacY is CL-independent. The osmotic activation threshold of ProP was directly proportional to the CL content of wild type bacteria, the PG content of CL-deficient bacteria, and the anionic lipid content of cells and proteoliposomes. CL was effective at a lower concentration in cells than in proteoliposomes, and at a much lower concentration than PG in either system. Thus, in wild type bacteria, osmotic induction of CL synthesis and concentration of ProP with CL at the cell poles adjust the osmotic activation threshold of ProP to match ambient conditions. ProP proteins linked by homodimeric, C-terminal coiled-coils are known to activate at lower osmolalities than those without such structures and coiled-coil disrupting mutations raise the osmotic activation threshold. Here we show that these mutations also prevent polar concentration of ProP. Stabilization of the C-terminal coiled-coil by covalen"
"https://openalex.org/W1973727062","https://doi.org/10.1074/jbc.m005851200","Identification of Internal Autoproteolytic Cleavage Sites within the Prosegments of Recombinant Procathepsin B and Procathepsin S",2001,"en","article",FALSE,FALSE,"Protease and Inhibitor Mechanisms","Biochemistry, Genetics and Molecular Biology","National Research Council Canada; Biotechnology Research Institute; McGill University","","The steps involved in the maturation of proenzymes belonging to the papain family of cysteine proteases have been difficult to characterize. Intermolecular processing at or near the pro/mature junction, due either to the catalytic activity of active enzyme or to exogeneous proteases, has been well documented for this family of proenzymes. In addition, kinetic studies are suggestive of a slow unimolecular mechanism of autoactivation which is independent of proenzyme concentration. However, inspection of the recently determined x-ray crystal structures does not support this evidence. This is due primarily to the extensive distances between the catalytic thiolate-imidazolium ion pair and the putative site of proteolysis near the pro/mature junction required to form mature protein. Furthermore, the prosegments for this family of precursors have been shown to bind through the substrate binding clefts in a direction opposite to that expected for natural substrates. We report, using cystatin C- and N-terminal sequencing, the identification of autoproteolytic intermediates of processing in vitro for purified recombinant procathepsin B and procathepsin S. Inspection of the x-ray crystal structures reported to date indicates that these reactions occur within a segment of the proregion which binds through the substrate binding clefts of the enzymes, thus suggesting that these reactions are occurring as unimolecular processes."
"https://openalex.org/W1975455990","https://doi.org/10.1053/jhsu.2001.26662","Assessment of complications of distal radius fractures and development of a complication checklist",2001,"en","article",FALSE,FALSE,"Orthopedic Surgery and Rehabilitation","Medicine","Hand and Upper Limb Clinic; St Joseph's Health Centre","",""
"https://openalex.org/W1980171452","https://doi.org/10.1111/j.1748-5827.2009.00768.x","Association between cervical and intracranial dimensions and syringomyelia in the cavalier King Charles spaniel",2009,"en","article",FALSE,FALSE,"Spinal Dysraphism and Malformations","Medicine","Montreal Heart Institute","Universiteit Utrecht","OBJECTIVES: To investigate the possible association between caudal fossa area and cervical vertebral dimensions and the presence of syringomyelia in cavalier King Charles spaniels. METHODS: From magnetic resonance imaging scans of 78 cavalier King Charles spaniels, measurements were made of the widest vertical spinal width at C1/C2, C2, C2/C3 and C3; angulation of the C2/C3 spine; and estimated caudal fossa area. A correlation between these measurements and syringomyelia was sought. RESULTS: A total of 59 dogs with and 19 without syringomyelia were compared. Older dogs had a significantly higher incidence of syringomyelia. No difference in incidence was noted between genders. There was no significant difference in vertebral canal width at C1/C2 and C2, or angulation of C2/C3 between syringomyelia and non-syringomyelia groups. The width of the canal at C2/C3 and C3 was significantly increased in syringomyelia dogs. There was no significant difference in the caudal fossa area between groups. CLINICAL SIGNIFICANCE: Although syringomyelia was shown to be more prevalent in older dogs, the age beyond which dogs were considered at greater risk was not deducible from the dataset. The association identified between wider spinal canal at C3, and C2/C3 and syringomyelia presence is of questionable clinical significance, as the difference between syringomyelia and non-syringomyelia groups is too small to be measured in a clinical setting."
